id,track_id,dwell_seconds,age_estimated,age_range,gender,gender_confidence,emotion_estimated,created_at,validated,session_id,camera_id,roi_name,image_name
28a1e81b-a61d-4c34-bfca-9cc1df9b8326,22,5.83,29,jeune,Homme,0.794,peur,2026-04-14 08:53:51.675271+00,true,session_20260414_085239,camera_01,central_zone,face_22_20260414_085351_673272.jpg
2ef68b0c-caa0-4e5c-a275-e640753b243b,65,5.87,32,adulte,Homme,0.8239,peur,2026-04-14 08:59:56.41423+00,true,session_20260414_085723,camera_01,central_zone,face_65_20260414_085956_413229.jpg
311447fb-8980-49d1-8fec-e1f28aaa73b1,1,6.57,32,adulte,Homme,0.7012,triste,2026-04-14 08:57:54.680528+00,true,session_20260414_085723,camera_01,central_zone,face_1_20260414_085754_679527.jpg
31f018d4-8b8c-4f49-86c8-f2bf80a8a9db,35,5.88,29,jeune,Femme,0.6506,triste,2026-04-13 22:51:00.425372+00,true,session_20260413_224928,camera_01,central_zone,face_35_20260413_225100_423373.jpg
358ea22d-7a63-46a9-b38d-f90155232299,101,5.85,26,jeune,Homme,0.9997,triste,2026-04-13 22:19:07.917082+00,true,session_20260413_221415,camera_01,central_zone,face_101_20260413_221907_915083.jpg
3758b414-88f1-4018-85f5-d43624606eb6,107,5.92,31,adulte,Femme,0.7371,neutre,2026-04-13 22:19:39.583225+00,true,session_20260413_221415,camera_01,central_zone,face_107_20260413_221939_582231.jpg
3c140a56-7ffb-4068-9551-c5bd69ece008,25,5.85,24,jeune,Homme,0.997,neutre,2026-04-13 22:50:36.612652+00,true,session_20260413_224928,camera_01,central_zone,face_25_20260413_225036_611130.jpg
434f5b9d-e6b2-45ca-9ae8-8536d782cf8a,76,5.89,29,jeune,Femme,0.794,triste,2026-04-13 22:17:44.728999+00,true,session_20260413_221415,camera_01,central_zone,face_76_20260413_221744_728003.jpg
468c054e-5034-4f33-9937-a15cc74642e7,1,6.49,34,adulte,Homme,0.9767,en_colere,2026-04-13 22:14:49.8665+00,true,session_20260413_221415,camera_01,central_zone,face_1_20260413_221449_863503.jpg
4896cc59-65fa-469a-9abf-c65bc82f6f4d,62,5.82,32,adulte,Homme,0.6529,peur,2026-04-13 22:52:08.280741+00,true,session_20260413_224928,camera_01,central_zone,face_62_20260413_225208_278742.jpg
4b164c71-db71-4a32-a2ff-c58acf355b96,1,5.89,32,adulte,Homme,0.8105,peur,2026-04-14 08:53:01.58635+00,true,session_20260414_085239,camera_01,central_zone,face_1_20260414_085301_584844.jpg
4b3c8f47-4906-4fe3-8d06-f0c241df1644,93,5.77,29,jeune,Homme,0.8753,neutre,2026-04-13 22:18:44.099661+00,true,session_20260413_221415,camera_01,central_zone,face_93_20260413_221844_098661.jpg
4c7f9dde-7604-45ba-bc9b-8d1839f32fe0,96,5.84,43,adulte,Femme,0.9996,peur,2026-04-13 22:18:54.810303+00,true,session_20260413_221415,camera_01,central_zone,face_96_20260413_221854_808305.jpg
4ccde608-7003-466e-9270-2e9361b5d275,20,5.85,29,jeune,Femme,1,heureux,2026-04-13 22:50:25.573812+00,true,session_20260413_224928,camera_01,central_zone,face_20_20260413_225025_572812.jpg
51c5adb0-c539-4794-81a8-ba4d48fd6e61,1,6.2,28,jeune,Homme,0.7777,triste,2026-04-14 08:58:20.996197+00,true,session_20260414_085723,camera_01,central_zone,face_1_20260414_085820_995197.jpg
57bffdbe-200a-4989-88dc-d3ca846f4555,95,5.97,29,jeune,Homme,0.7243,heureux,2026-04-13 22:53:58.647506+00,true,session_20260413_224928,camera_01,central_zone,face_95_20260413_225358_646505.jpg
58222372-de45-4554-b8e6-f772d86f3c34,22,5.57,26,jeune,Homme,0.8648,triste,2026-04-14 08:54:10.679471+00,true,session_20260414_085239,camera_01,central_zone,face_22_20260414_085410_677473.jpg
60350ee5-4576-4baa-859b-5453a18f25ae,22,5.72,24,jeune,Homme,0.9336,peur,2026-04-14 08:53:26.864296+00,true,session_20260414_085239,camera_01,central_zone,face_22_20260414_085326_863304.jpg
610b5073-87e1-4f7b-818d-2367f20a7a7f,22,7.14,27,jeune,Homme,0.8768,triste,2026-04-14 08:54:01.158835+00,true,session_20260414_085239,camera_01,central_zone,face_22_20260414_085401_157833.jpg
64fd66fc-b5b0-47ac-ae5f-ae13b83076c7,29,5.83,25,jeune,Homme,0.9803,neutre,2026-04-13 22:50:48.039595+00,true,session_20260413_224928,camera_01,central_zone,face_29_20260413_225048_037595.jpg
6f4286bd-350f-4dcf-9e4a-0380e3ac7fa5,22,5.82,30,jeune,Homme,0.9707,triste,2026-04-14 08:53:09.926444+00,true,session_20260414_085239,camera_01,central_zone,face_22_20260414_085309_924433.jpg
6fe4de2f-b864-4dad-9539-902699cccecb,1,11.72,31,adulte,Homme,0.9269,neutre,2026-04-14 08:52:52.682778+00,true,session_20260414_085239,camera_01,central_zone,face_1_20260414_085252_681778.jpg
705eb188-77bf-447a-9eca-ca9fb0778936,65,5.93,32,adulte,Homme,0.791,peur,2026-04-14 08:59:47.690152+00,true,session_20260414_085723,camera_01,central_zone,face_65_20260414_085947_689152.jpg
73183e83-ab4d-45b2-9fc1-5102c1dada91,107,5.79,28,jeune,Homme,0.9796,triste,2026-04-13 22:54:41.21306+00,true,session_20260413_224928,camera_01,central_zone,face_107_20260413_225441_212058.jpg
764e6e0c-8749-42ef-94fc-73638d7e0429,89,5.86,35,adulte,Femme,0.629,neutre,2026-04-13 22:18:29.657508+00,true,session_20260413_221415,camera_01,central_zone,face_89_20260413_221829_656507.jpg
816f7278-f032-4bb5-848a-425a5d1c3b1d,112,5.76,32,adulte,Femme,0.8236,triste,2026-04-13 22:20:01.339052+00,true,session_20260413_221415,camera_01,central_zone,face_112_20260413_222001_338053.jpg
828e4a2c-0cb4-4b76-bfd1-45c435da52d5,103,5.77,34,adulte,Homme,0.7039,peur,2026-04-13 22:54:19.570191+00,true,session_20260413_224928,camera_01,central_zone,face_103_20260413_225419_568343.jpg
91824d79-d119-4b69-8f62-4b83c79e0b24,1,8.81,37,adulte,Homme,0.7787,triste,2026-04-13 22:15:09.448559+00,true,session_20260413_221415,camera_01,central_zone,face_1_20260413_221509_446559.jpg
92cd0ca9-6214-4959-a30b-a174b4675af8,88,5.88,37,adulte,Femme,0.9644,surpris,2026-04-13 22:53:21.065254+00,true,session_20260413_224928,camera_01,central_zone,face_88_20260413_225321_063255.jpg
94322677-abf1-4521-be35-6afbce1cf3b3,1,5.84,36,adulte,Femme,0.8216,neutre,2026-04-13 22:15:17.678692+00,true,session_20260413_221415,camera_01,central_zone,face_1_20260413_221517_677694.jpg
9d13c632-a883-4fac-8811-9e1314113858,29,5.83,35,adulte,Homme,0.673,peur,2026-04-13 22:15:38.796107+00,true,session_20260413_221415,camera_01,central_zone,face_29_20260413_221538_794106.jpg
9e2e1294-f651-467a-a6c0-80003428fd4a,1,5.79,32,adulte,Homme,0.9454,heureux,2026-04-14 08:58:02.885786+00,true,session_20260414_085723,camera_01,central_zone,face_1_20260414_085802_884787.jpg
9fe85316-6f99-4fa5-9bd7-913d12742835,65,6.51,33,adulte,Inconnu,0.584,triste,2026-04-14 08:59:31.066121+00,true,session_20260414_085723,camera_01,central_zone,face_65_20260414_085931_064122.jpg
a2d465d1-fd03-4a7c-a152-2fde9599c3ed,1,5.96,33,adulte,Homme,0.7405,en_colere,2026-04-13 22:14:58.185861+00,true,session_20260413_221415,camera_01,central_zone,face_1_20260413_221458_184861.jpg
a41d2fb5-15b1-42cf-b17f-449e7511a260,80,5.83,36,adulte,Homme,0.7811,neutre,2026-04-13 22:17:55.209457+00,true,session_20260413_221415,camera_01,central_zone,face_80_20260413_221755_207455.jpg
aaf464b5-d081-452b-aa1f-275153847187,17,5.84,27,jeune,Femme,0.9531,triste,2026-04-13 22:50:04.725339+00,true,session_20260413_224928,camera_01,central_zone,face_17_20260413_225004_723341.jpg
ae1c469a-4f42-4345-8274-5400cd744494,5,13.5,24,jeune,Homme,0.9947,en_colere,2026-04-13 22:14:31.340312+00,true,session_20260413_221415,camera_01,central_zone,face_5_20260413_221431_338312.jpg
af7472fa-535b-41e9-9367-a066062cfea5,1,12.15,26,jeune,Homme,0.8228,triste,2026-04-14 08:51:19.977424+00,true,session_20260414_085103,camera_01,central_zone,face_1_20260414_085119_969420.jpg
afb62af8-3037-454f-8cf7-39ceb8f8f525,131,5.81,31,adulte,Homme,0.9908,heureux,2026-04-13 22:21:02.731346+00,true,session_20260413_221415,camera_01,central_zone,face_131_20260413_222102_730343.jpg
b7ab655b-ab2b-44dc-9426-75df20ea2ecd,114,6.49,31,adulte,Femme,0.9963,heureux,2026-04-13 22:55:32.223856+00,true,session_20260413_224928,camera_01,central_zone,face_114_20260413_225532_221342.jpg
b84222af-af08-47c8-9c45-771da6748029,1,5.92,33,adulte,Homme,0.9329,peur,2026-04-13 22:14:40.844117+00,true,session_20260413_221415,camera_01,central_zone,face_1_20260413_221440_842117.jpg
b9bf3726-f6ab-4b4f-84cc-02c68473cf2c,110,5.87,31,adulte,Femme,1,triste,2026-04-13 22:55:03.995878+00,true,session_20260413_224928,camera_01,central_zone,face_110_20260413_225503_993880.jpg
ba70f864-86da-4b16-b18e-a15167bfebba,124,5.88,35,adulte,Homme,0.9702,peur,2026-04-13 22:20:32.422212+00,true,session_20260413_221415,camera_01,central_zone,face_124_20260413_222032_420213.jpg
c03409c0-fbec-4cc8-8959-b38731169e3c,39,5.74,39,adulte,Femme,0.9944,surpris,2026-04-13 22:51:11.10068+00,true,session_20260413_224928,camera_01,central_zone,face_39_20260413_225111_098682.jpg
c23b4f9e-44b3-4e17-a765-e279e2ce1b7c,127,5.85,35,adulte,Homme,0.9979,neutre,2026-04-13 22:20:50.385942+00,true,session_20260413_221415,camera_01,central_zone,face_127_20260413_222050_383944.jpg
c3311405-86a7-4a42-9a36-efd155106701,30,5.88,29,jeune,Femme,0.9503,triste,2026-04-13 22:15:30.61272+00,true,session_20260413_221415,camera_01,central_zone,face_30_20260413_221530_611720.jpg
c569ec45-b4da-4585-8c94-4814c3a0069c,118,6.46,32,adulte,Femme,0.8435,triste,2026-04-13 22:20:16.895039+00,true,session_20260413_221415,camera_01,central_zone,face_118_20260413_222016_893535.jpg
c6f74943-ce1e-4a15-a537-e7cb948fc89b,64,5.9,37,adulte,Homme,0.9927,neutre,2026-04-13 22:16:59.418629+00,true,session_20260413_221415,camera_01,central_zone,face_64_20260413_221659_417629.jpg
c9b8689a-5871-4ae8-8d37-1dda76eee6fd,42,5.81,30,jeune,Homme,0.6571,peur,2026-04-14 08:58:55.104964+00,true,session_20260414_085723,camera_01,central_zone,face_42_20260414_085855_101963.jpg
ca74b111-9902-424c-b9e2-c897b2b0947b,49,5.96,29,jeune,Femme,0.6793,peur,2026-04-14 08:59:21.751273+00,true,session_20260414_085723,camera_01,central_zone,face_49_20260414_085921_750273.jpg
cda84b4f-bcb4-45d3-aee4-e8ef51631197,29,7.12,31,adulte,Homme,0.8614,heureux,2026-04-13 22:16:06.334741+00,true,session_20260413_221415,camera_01,central_zone,face_29_20260413_221606_333736.jpg
cfc0a5fb-e4bb-46ca-a826-860fb97cc71c,65,5.81,33,adulte,Homme,0.8758,peur,2026-04-14 09:00:04.632066+00,true,session_20260414_085723,camera_01,central_zone,face_65_20260414_090004_631067.jpg
d2bde08f-6ae5-4f24-9f9d-d483f19f425f,23,6.4,25,jeune,Homme,0.8274,triste,2026-04-14 08:58:43.949563+00,true,session_20260414_085723,camera_01,central_zone,face_23_20260414_085843_946564.jpg
d32b5f55-9234-4813-a950-5d8f8b178089,139,5.87,30,jeune,Homme,0.9439,neutre,2026-04-13 22:21:16.429543+00,true,session_20260413_221415,camera_01,central_zone,face_139_20260413_222116_427544.jpg
d8fbdb4c-183c-48c8-a8bc-ca0c20a1a9d4,22,5.82,24,jeune,Homme,0.9394,peur,2026-04-14 08:53:35.102164+00,true,session_20260414_085239,camera_01,central_zone,face_22_20260414_085335_100167.jpg
d95169b6-74ce-4e64-9cce-eec67dff6da5,37,7.09,34,adulte,Homme,0.696,triste,2026-04-13 22:15:48.51904+00,true,session_20260413_221415,camera_01,central_zone,face_37_20260413_221548_518042.jpg
e8a81b38-51f6-4ab0-9cd9-70fe8d745b1b,70,6.14,32,adulte,Homme,0.7236,triste,2026-04-13 22:17:18.907595+00,true,session_20260413_221415,camera_01,central_zone,face_70_20260413_221718_906595.jpg
e9b28029-90f2-48fa-b152-6f3cb9ae8d38,23,5.9,29,jeune,Homme,0.8372,peur,2026-04-14 08:58:35.195754+00,true,session_20260414_085723,camera_01,central_zone,face_23_20260414_085835_193758.jpg
efd4abaf-8283-449e-b693-6c1ac40a8b90,99,5.81,27,jeune,Homme,0.8062,heureux,2026-04-13 22:54:08.333183+00,true,session_20260413_224928,camera_01,central_zone,face_99_20260413_225408_332184.jpg
f093ef36-29f2-423c-9979-4fc681492305,52,7.33,38,adulte,Femme,0.996,neutre,2026-04-13 22:51:40.089833+00,true,session_20260413_224928,camera_01,central_zone,face_52_20260413_225140_087833.jpg
f54ce3f2-7fa8-4c13-86e8-dba4ff579e89,67,5.82,30,jeune,Homme,0.9753,neutre,2026-04-13 22:52:31.964111+00,true,session_20260413_224928,camera_01,central_zone,face_67_20260413_225231_963110.jpg
f7068911-6b08-408d-8fc6-932d73eca6b9,143,6.03,36,adulte,Femme,0.7773,triste,2026-04-13 22:21:50.484602+00,true,session_20260413_221415,camera_01,central_zone,face_143_20260413_222150_483602.jpg
f9e90739-da8b-4b42-ae16-4460509a5312,46,5.81,27,jeune,Homme,0.9999,triste,2026-04-13 22:51:26.493333+00,true,session_20260413_224928,camera_01,central_zone,face_46_20260413_225126_491333.jpg
fb32e461-dbab-4802-ac88-6807d0b9b7d8,43,5.98,32,adulte,Femme,0.7349,triste,2026-04-13 22:16:32.060161+00,true,session_20260413_221415,camera_01,central_zone,face_43_20260413_221632_058161.jpg
e12f9da5-69f1-4f21-a025-cdb0db0f905f,2024,10.93,15,jeune,Femme,0.7281,heureux,2026-04-14 09:33:26.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_2024_20260414_093326.jpg
3a993ddc-ca15-4efc-8f0b-5f9743f8f49d,1879,5.61,48,adulte,Femme,0.6611,neutre,2026-04-14 09:57:36.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1879_20260414_095736.jpg
b42a116a-1e08-4657-836b-eee01885edde,1735,6.86,21,jeune,Femme,0.6593,surpris,2026-04-14 10:22:11.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1735_20260414_102211.jpg
2ce482f5-6d8a-4f80-895b-0cf614f285cd,3457,7.94,48,adulte,Femme,0.8562,triste,2026-04-14 10:01:19.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_3457_20260414_100119.jpg
e97658f8-45c4-4d2a-90a8-0a131805b248,306,13.16,75,personne_agee,Femme,0.7979,en_colere,2026-04-14 10:35:19.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_306_20260414_103519.jpg
7608e799-7735-494a-a7ae-a7723e6e0e29,4752,5.08,8,enfant,Femme,0.7678,degout,2026-04-14 10:44:14.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_4752_20260414_104414.jpg
5efe668a-c7eb-4ba7-a8d8-e0969735a5c6,1719,5.77,27,jeune,Femme,0.7704,peur,2026-04-14 10:55:42.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1719_20260414_105542.jpg
90c1f33d-aac2-45f4-aa16-6c10a213c882,4533,10.11,32,adulte,Femme,0.6937,heureux,2026-04-14 10:13:12.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_4533_20260414_101312.jpg
be34c477-0406-43d2-9239-9b1edef2d8a0,6401,9.42,17,jeune,Femme,0.87,neutre,2026-04-14 10:53:14.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_6401_20260414_105314.jpg
016b260d-16c2-4f11-9a3f-308f2276ee04,6125,6.35,49,adulte,Femme,0.666,surpris,2026-04-14 09:09:29.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_6125_20260414_090929.jpg
083142fd-560a-42a5-83e2-456e6d0aa54f,3933,8.25,75,personne_agee,Femme,0.9493,triste,2026-04-14 09:10:53.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_3933_20260414_091053.jpg
b57a46df-3f27-4101-b61f-59394e1e6a11,1854,5.39,12,enfant,Femme,0.9419,en_colere,2026-04-14 10:26:47.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1854_20260414_102647.jpg
6dacd2d6-aa88-4ce6-a638-82831c92e7ce,2864,7.84,26,jeune,Femme,0.7434,degout,2026-04-14 10:31:30.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_2864_20260414_103130.jpg
54ecc18d-af38-4a94-8d93-986fd2f3863b,1369,9.44,50,adulte,Femme,0.9051,peur,2026-04-14 10:12:55.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1369_20260414_101255.jpg
6b78042e-0b92-4f7f-aae2-dadb20ca85fd,2877,8.04,29,jeune,Femme,0.8908,heureux,2026-04-14 10:27:22.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_2877_20260414_102722.jpg
662b2c49-931e-4f5b-92c4-3a56bce31b7e,3798,10.9,41,adulte,Femme,0.6696,neutre,2026-04-14 10:45:56.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_3798_20260414_104556.jpg
a251455d-cd52-4cd2-84d3-c55db44134f4,725,8.5,76,personne_agee,Femme,0.6732,surpris,2026-04-14 09:36:33.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_725_20260414_093633.jpg
ba44fa9b-ff98-4f23-9577-af9c2d172662,9492,5.06,11,enfant,Femme,0.7884,triste,2026-04-14 10:08:09.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_9492_20260414_100809.jpg
0e21991f-867f-4fe1-8e14-ebc9689710b7,7717,7.12,19,jeune,Femme,0.9107,en_colere,2026-04-14 09:33:40.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_7717_20260414_093340.jpg
a77970c6-9a0b-45f2-baef-67b244425b64,9030,10.23,39,adulte,Femme,0.9641,degout,2026-04-14 09:58:29.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_9030_20260414_095829.jpg
010d5d9d-a42e-4e8b-8fe5-7b6ccd2506ab,6743,6.75,26,jeune,Femme,0.8283,peur,2026-04-14 09:18:53.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_6743_20260414_091853.jpg
ab2fb8eb-6e78-4be2-be99-e9a88085a361,1689,11.03,32,adulte,Femme,0.8695,heureux,2026-04-14 09:20:52.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1689_20260414_092052.jpg
199de263-de63-45ca-8e4f-c06badd26ee3,7116,6.1,70,personne_agee,Femme,0.8585,neutre,2026-04-14 09:52:06.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_7116_20260414_095206.jpg
c7ae68c2-2521-407a-8497-5a18d788cac7,7868,5.26,14,enfant,Femme,0.9512,surpris,2026-04-14 10:15:32.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_7868_20260414_101532.jpg
8ca98d3d-4bf6-44e6-ab99-c39c80a838a9,388,10.45,18,jeune,Femme,0.9127,triste,2026-04-14 10:13:18.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_388_20260414_101318.jpg
ea52d3d7-1a43-4662-bfff-7228d984362e,5773,7.05,34,adulte,Femme,0.8088,en_colere,2026-04-14 09:21:35.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_5773_20260414_092135.jpg
404bc78c-44a5-4012-9eb7-0d3f0541239f,4515,9.06,20,jeune,Femme,0.9546,degout,2026-04-14 09:14:31.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_4515_20260414_091431.jpg
ffc430fa-46c6-4253-86c2-8359fabeda0d,5089,9.26,47,adulte,Femme,0.7808,peur,2026-04-14 09:20:52.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_5089_20260414_092052.jpg
d3c57524-e797-45a9-80e8-12760215fd38,2846,14.56,68,personne_agee,Femme,0.9714,heureux,2026-04-14 10:12:24.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_2846_20260414_101224.jpg
633bf0a2-ee91-43ee-b7e1-187b5703f937,5510,4.1,13,enfant,Femme,0.9575,neutre,2026-04-14 09:49:33.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_5510_20260414_094933.jpg
1e9726d6-4744-411c-81be-977ff7804ecb,5238,5.46,22,jeune,Femme,0.8485,surpris,2026-04-14 10:59:52.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_5238_20260414_105952.jpg
22d77f02-7f8b-40e5-a225-42f2d25e71b1,1490,6.06,0,bebe,Homme,0.7201,neutre,2026-04-14 10:51:24.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1490_20260414_105124.jpg
9345bdb8-564d-4fc0-8e34-72f646139082,8927,3.95,1,bebe,Femme,0.9813,heureux,2026-04-14 10:04:53.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_8927_20260414_100453.jpg
6fb185df-a530-4663-98e6-34e950f3519d,2905,5.35,2,bebe,Femme,0.7981,surpris,2026-04-14 10:22:49.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_2905_20260414_102249.jpg
799b57f5-019e-4db0-ae5b-3eb82ef4b396,3670,6.14,4,bebe,Homme,0.7583,degout,2026-04-14 10:34:11.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_3670_20260414_103411.jpg
9d91dd2e-0f4b-4936-b144-cd8b7aa61e4f,5307,6.98,3,bebe,Homme,0.8083,neutre,2026-04-14 10:28:43.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_5307_20260414_102843.jpg
7f235d2f-0b4c-47cd-8cfb-045db298fbff,8679,3.92,3,bebe,Femme,0.6724,heureux,2026-04-14 09:30:40.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_8679_20260414_093040.jpg
073a9140-8a3d-4f16-a2dd-fb8571610720,544,5.44,4,bebe,Femme,0.7271,surpris,2026-04-14 10:20:20.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_544_20260414_102020.jpg
2529ae30-c298-4424-8f3f-0b3e0f0f03e6,1363,5.71,5,bebe,Homme,0.7195,degout,2026-04-14 09:31:15.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1363_20260414_093115.jpg
1f45b91c-87fc-41ea-a69c-fff003fc2338,714,3.75,2,bebe,Homme,0.7808,neutre,2026-04-14 09:32:29.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_714_20260414_093229.jpg
28d20540-c719-49d4-9efc-8766d2b22d00,8153,5.39,1,bebe,Femme,0.9773,heureux,2026-04-14 10:38:45.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_8153_20260414_103845.jpg
f4b89371-7e99-40ec-80bd-c53c5a5166bc,9555,5.21,13,enfant,Homme,0.9342,heureux,2026-04-14 10:04:34.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_9555_20260414_100434.jpg
b4a4d4ce-3527-4909-ac22-75fbd8eeb1e7,3319,4.48,7,enfant,Femme,0.774,surpris,2026-04-14 09:58:51.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_3319_20260414_095851.jpg
8303b6e3-339f-4df6-a174-892fff8d00f1,6935,8.32,13,enfant,Homme,0.8953,neutre,2026-04-14 09:07:23.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_6935_20260414_090723.jpg
816f0be2-3e1a-4c34-a415-4dbb1e614a90,1812,6.01,6,enfant,Femme,0.9301,peur,2026-04-14 09:46:19.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1812_20260414_094619.jpg
1f28b3c8-c18c-4585-98fb-64780a1353ff,1990,4.96,9,enfant,Homme,0.8301,en_colere,2026-04-14 10:13:13.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1990_20260414_101313.jpg
19234bf0-c992-4b2a-8b35-fd2c3f50004b,7112,5.39,8,enfant,Homme,0.9536,heureux,2026-04-14 09:34:06.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_7112_20260414_093406.jpg
84ce70b8-6806-4eba-81f7-8cafde684050,1435,8.04,13,enfant,Femme,0.8426,surpris,2026-04-14 10:56:52.000000+00,true,session_synth_augmented,camera_01,central_zone,synth_1435_20260414_105652.jpg
